id,business_name,category,city,address,phone,rating,reviews_count,website,source,latitude,longitude,business_status,created_at
781,Gyms Hub Mumbai 1,Gyms,Mumbai,"1 Main Street, Mumbai",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:24
782,Gyms Hub Mumbai 2,Gyms,Mumbai,"2 Main Street, Mumbai",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:24
783,Gyms Hub Mumbai 3,Gyms,Mumbai,"3 Main Street, Mumbai",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:24
784,Gyms Hub Mumbai 4,Gyms,Mumbai,"4 Main Street, Mumbai",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:24
785,Gyms Hub Mumbai 5,Gyms,Mumbai,"5 Main Street, Mumbai",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:24
786,Gyms Hub Mumbai 6,Gyms,Mumbai,"6 Main Street, Mumbai",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:24
787,Gyms Hub Mumbai 7,Gyms,Mumbai,"7 Main Street, Mumbai",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:24
788,Gyms Hub Mumbai 8,Gyms,Mumbai,"8 Main Street, Mumbai",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:24
789,Gyms Hub Mumbai 9,Gyms,Mumbai,"9 Main Street, Mumbai",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:24
790,Gyms Hub Mumbai 10,Gyms,Mumbai,"10 Main Street, Mumbai",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:24
791,Gyms Hub Mumbai 11,Gyms,Mumbai,"11 Main Street, Mumbai",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:24
792,Gyms Hub Mumbai 12,Gyms,Mumbai,"12 Main Street, Mumbai",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:24
793,Gyms Hub Mumbai 13,Gyms,Mumbai,"13 Main Street, Mumbai",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:24
794,Gyms Hub Mumbai 14,Gyms,Mumbai,"14 Main Street, Mumbai",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:24
795,Gyms Hub Mumbai 15,Gyms,Mumbai,"15 Main Street, Mumbai",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:24
796,JD Gyms Mumbai 1,Gyms,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:24
797,JD Gyms Mumbai 2,Gyms,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:24
798,JD Gyms Mumbai 3,Gyms,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:24
799,JD Gyms Mumbai 4,Gyms,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:24
800,JD Gyms Mumbai 5,Gyms,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:24
801,JD Gyms Mumbai 6,Gyms,Mumbai,"JD Complex, Mumbai",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:24
802,JD Gyms Mumbai 7,Gyms,Mumbai,"JD Complex, Mumbai",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:24
803,JD Gyms Mumbai 8,Gyms,Mumbai,"JD Complex, Mumbai",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:24
804,JD Gyms Mumbai 9,Gyms,Mumbai,"JD Complex, Mumbai",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:24
805,JD Gyms Mumbai 10,Gyms,Mumbai,"JD Complex, Mumbai",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:24
806,JD Gyms Mumbai 11,Gyms,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:24
807,JD Gyms Mumbai 12,Gyms,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:24
808,JD Gyms Mumbai 13,Gyms,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:24
809,JD Gyms Mumbai 14,Gyms,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:24
810,JD Gyms Mumbai 15,Gyms,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:24
811,EVOLUTION OF MOVEMENT,Gyms,Mumbai,"Colaba,                         Mumbai, 400005",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:27
812,Falcon Slim,Gyms,Mumbai,"Airoli,                         Mumbai, 400708",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:27
813,United Strength Boutique Gym,Gyms,Mumbai,"Juhu,                         Mumbai, 400056",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:27
814,Rohit Arun Dhivar,Gyms,Mumbai,"Bandra West,                         Mumbai, 400051",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:27
815,Gamma fitness centre,Gyms,Mumbai,"Sakinaka,                         Mumbai, 400070",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:27
816,V4S Fitness,Gyms,Mumbai,"Vashi,                         Mumbai, 400703",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:27
817,Skillwize IT Learning Center,Gyms,Mumbai,"Mumbra,                         Mumbai, 400612",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:27
818,Fit & Fine Slimming Clinic,Gyms,Mumbai,"Andheri East,                         Mumbai, 400069",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:27
819,Magnum Fitness,Gyms,Mumbai,,+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:27
820,GURUKRUPA PLACEMENT & EDUCATION SOLUTIONS PVT LTD,Gyms,Mumbai,"Gorai,                         Mumbai, 400092",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:27
821,Hospitals Hub Mumbai 1,Hospitals,Mumbai,"1 Main Street, Mumbai",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:27
822,Hospitals Hub Mumbai 2,Hospitals,Mumbai,"2 Main Street, Mumbai",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:27
823,Hospitals Hub Mumbai 3,Hospitals,Mumbai,"3 Main Street, Mumbai",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:27
824,Hospitals Hub Mumbai 4,Hospitals,Mumbai,"4 Main Street, Mumbai",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:27
825,Hospitals Hub Mumbai 5,Hospitals,Mumbai,"5 Main Street, Mumbai",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:27
826,Hospitals Hub Mumbai 6,Hospitals,Mumbai,"6 Main Street, Mumbai",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:27
827,Hospitals Hub Mumbai 7,Hospitals,Mumbai,"7 Main Street, Mumbai",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:27
828,Hospitals Hub Mumbai 8,Hospitals,Mumbai,"8 Main Street, Mumbai",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:27
829,Hospitals Hub Mumbai 9,Hospitals,Mumbai,"9 Main Street, Mumbai",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:27
830,Hospitals Hub Mumbai 10,Hospitals,Mumbai,"10 Main Street, Mumbai",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:27
831,Hospitals Hub Mumbai 11,Hospitals,Mumbai,"11 Main Street, Mumbai",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:27
832,Hospitals Hub Mumbai 12,Hospitals,Mumbai,"12 Main Street, Mumbai",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:27
833,Hospitals Hub Mumbai 13,Hospitals,Mumbai,"13 Main Street, Mumbai",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:27
834,Hospitals Hub Mumbai 14,Hospitals,Mumbai,"14 Main Street, Mumbai",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:27
835,Hospitals Hub Mumbai 15,Hospitals,Mumbai,"15 Main Street, Mumbai",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:27
836,JD Hospitals Mumbai 1,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:27
837,JD Hospitals Mumbai 2,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:27
838,JD Hospitals Mumbai 3,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:27
839,JD Hospitals Mumbai 4,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:27
840,JD Hospitals Mumbai 5,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:27
841,JD Hospitals Mumbai 6,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:27
842,JD Hospitals Mumbai 7,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:27
843,JD Hospitals Mumbai 8,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:27
844,JD Hospitals Mumbai 9,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:27
845,JD Hospitals Mumbai 10,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:27
846,JD Hospitals Mumbai 11,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:27
847,JD Hospitals Mumbai 12,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:27
848,JD Hospitals Mumbai 13,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:27
849,JD Hospitals Mumbai 14,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:27
850,JD Hospitals Mumbai 15,Hospitals,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:27
851,Hotels Hub Mumbai 1,Hotels,Mumbai,"1 Main Street, Mumbai",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:29
852,Hotels Hub Mumbai 2,Hotels,Mumbai,"2 Main Street, Mumbai",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:29
853,Hotels Hub Mumbai 3,Hotels,Mumbai,"3 Main Street, Mumbai",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:29
854,Hotels Hub Mumbai 4,Hotels,Mumbai,"4 Main Street, Mumbai",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:29
855,Hotels Hub Mumbai 5,Hotels,Mumbai,"5 Main Street, Mumbai",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:29
856,Hotels Hub Mumbai 6,Hotels,Mumbai,"6 Main Street, Mumbai",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:29
857,Hotels Hub Mumbai 7,Hotels,Mumbai,"7 Main Street, Mumbai",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:29
858,Hotels Hub Mumbai 8,Hotels,Mumbai,"8 Main Street, Mumbai",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:29
859,Hotels Hub Mumbai 9,Hotels,Mumbai,"9 Main Street, Mumbai",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:29
860,Hotels Hub Mumbai 10,Hotels,Mumbai,"10 Main Street, Mumbai",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:29
861,Hotels Hub Mumbai 11,Hotels,Mumbai,"11 Main Street, Mumbai",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:29
862,Hotels Hub Mumbai 12,Hotels,Mumbai,"12 Main Street, Mumbai",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:29
863,Hotels Hub Mumbai 13,Hotels,Mumbai,"13 Main Street, Mumbai",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:29
864,Hotels Hub Mumbai 14,Hotels,Mumbai,"14 Main Street, Mumbai",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:29
865,Hotels Hub Mumbai 15,Hotels,Mumbai,"15 Main Street, Mumbai",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:29
866,JD Hotels Mumbai 1,Hotels,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:29
867,JD Hotels Mumbai 2,Hotels,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:29
868,JD Hotels Mumbai 3,Hotels,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:29
869,JD Hotels Mumbai 4,Hotels,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:29
870,JD Hotels Mumbai 5,Hotels,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:29
871,JD Hotels Mumbai 6,Hotels,Mumbai,"JD Complex, Mumbai",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:29
872,JD Hotels Mumbai 7,Hotels,Mumbai,"JD Complex, Mumbai",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:29
873,JD Hotels Mumbai 8,Hotels,Mumbai,"JD Complex, Mumbai",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:29
874,JD Hotels Mumbai 9,Hotels,Mumbai,"JD Complex, Mumbai",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:29
875,JD Hotels Mumbai 10,Hotels,Mumbai,"JD Complex, Mumbai",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:29
876,JD Hotels Mumbai 11,Hotels,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:29
877,JD Hotels Mumbai 12,Hotels,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:29
878,JD Hotels Mumbai 13,Hotels,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:29
879,JD Hotels Mumbai 14,Hotels,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:29
880,JD Hotels Mumbai 15,Hotels,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:29
881,Tulsi Home Stay,Hotels,Mumbai,"Kandivali East,                         Mumbai, 400101",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:32
882,Felizviaje Holidays Pvt Ltd,Hotels,Mumbai,"Mumbai, 400002",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:32
883,Travel banjara,Hotels,Mumbai,"Mumbai, 400002",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:32
884,Laxmi Villa,Hotels,Mumbai,"Goregaon East,                         Mumbai, 400063",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:32
885,Wish your destination,Hotels,Mumbai,"Mumbai, 400002",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:32
886,Evergreen Hotel,Hotels,Mumbai,"Khar West,                         Mumbai, 400052",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:32
887,The Global Voyage,Hotels,Mumbai,"Mumbai, 400002",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:32
888,Travels Duniyaa,Hotels,Mumbai,"Mumbai, 400002",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:32
889,Andaman Ocean Tours and Travels,Hotels,Mumbai,"Mumbai, 400002",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:32
890,Wings your way,Hotels,Mumbai,"Mumbai, 400002",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:32
891,Salons Hub Mumbai 1,Salons,Mumbai,"1 Main Street, Mumbai",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:32
892,Salons Hub Mumbai 2,Salons,Mumbai,"2 Main Street, Mumbai",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:32
893,Salons Hub Mumbai 3,Salons,Mumbai,"3 Main Street, Mumbai",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:32
894,Salons Hub Mumbai 4,Salons,Mumbai,"4 Main Street, Mumbai",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:32
895,Salons Hub Mumbai 5,Salons,Mumbai,"5 Main Street, Mumbai",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:32
896,Salons Hub Mumbai 6,Salons,Mumbai,"6 Main Street, Mumbai",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:32
897,Salons Hub Mumbai 7,Salons,Mumbai,"7 Main Street, Mumbai",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:32
898,Salons Hub Mumbai 8,Salons,Mumbai,"8 Main Street, Mumbai",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:32
899,Salons Hub Mumbai 9,Salons,Mumbai,"9 Main Street, Mumbai",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:32
900,Salons Hub Mumbai 10,Salons,Mumbai,"10 Main Street, Mumbai",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:32
901,Salons Hub Mumbai 11,Salons,Mumbai,"11 Main Street, Mumbai",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:32
902,Salons Hub Mumbai 12,Salons,Mumbai,"12 Main Street, Mumbai",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:32
903,Salons Hub Mumbai 13,Salons,Mumbai,"13 Main Street, Mumbai",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:32
904,Salons Hub Mumbai 14,Salons,Mumbai,"14 Main Street, Mumbai",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:32
905,Salons Hub Mumbai 15,Salons,Mumbai,"15 Main Street, Mumbai",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:32
906,JD Salons Mumbai 1,Salons,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:32
907,JD Salons Mumbai 2,Salons,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:32
908,JD Salons Mumbai 3,Salons,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:32
909,JD Salons Mumbai 4,Salons,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:32
910,JD Salons Mumbai 5,Salons,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:32
911,JD Salons Mumbai 6,Salons,Mumbai,"JD Complex, Mumbai",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:32
912,JD Salons Mumbai 7,Salons,Mumbai,"JD Complex, Mumbai",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:32
913,JD Salons Mumbai 8,Salons,Mumbai,"JD Complex, Mumbai",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:32
914,JD Salons Mumbai 9,Salons,Mumbai,"JD Complex, Mumbai",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:32
915,JD Salons Mumbai 10,Salons,Mumbai,"JD Complex, Mumbai",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:32
916,JD Salons Mumbai 11,Salons,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:32
917,JD Salons Mumbai 12,Salons,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:32
918,JD Salons Mumbai 13,Salons,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:32
919,JD Salons Mumbai 14,Salons,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:32
920,JD Salons Mumbai 15,Salons,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:32
921,Cafes Hub Mumbai 1,Cafes,Mumbai,"1 Main Street, Mumbai",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:34
922,Cafes Hub Mumbai 2,Cafes,Mumbai,"2 Main Street, Mumbai",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:34
923,Cafes Hub Mumbai 3,Cafes,Mumbai,"3 Main Street, Mumbai",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:34
924,Cafes Hub Mumbai 4,Cafes,Mumbai,"4 Main Street, Mumbai",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:34
925,Cafes Hub Mumbai 5,Cafes,Mumbai,"5 Main Street, Mumbai",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:34
926,Cafes Hub Mumbai 6,Cafes,Mumbai,"6 Main Street, Mumbai",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:34
927,Cafes Hub Mumbai 7,Cafes,Mumbai,"7 Main Street, Mumbai",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:34
928,Cafes Hub Mumbai 8,Cafes,Mumbai,"8 Main Street, Mumbai",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:34
929,Cafes Hub Mumbai 9,Cafes,Mumbai,"9 Main Street, Mumbai",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:34
930,Cafes Hub Mumbai 10,Cafes,Mumbai,"10 Main Street, Mumbai",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:34
931,Cafes Hub Mumbai 11,Cafes,Mumbai,"11 Main Street, Mumbai",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:34
932,Cafes Hub Mumbai 12,Cafes,Mumbai,"12 Main Street, Mumbai",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:34
933,Cafes Hub Mumbai 13,Cafes,Mumbai,"13 Main Street, Mumbai",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:34
934,Cafes Hub Mumbai 14,Cafes,Mumbai,"14 Main Street, Mumbai",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:34
935,Cafes Hub Mumbai 15,Cafes,Mumbai,"15 Main Street, Mumbai",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:34
936,JD Cafes Mumbai 1,Cafes,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:34
937,JD Cafes Mumbai 2,Cafes,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:34
938,JD Cafes Mumbai 3,Cafes,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:34
939,JD Cafes Mumbai 4,Cafes,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:34
940,JD Cafes Mumbai 5,Cafes,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:34
941,JD Cafes Mumbai 6,Cafes,Mumbai,"JD Complex, Mumbai",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:34
942,JD Cafes Mumbai 7,Cafes,Mumbai,"JD Complex, Mumbai",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:34
943,JD Cafes Mumbai 8,Cafes,Mumbai,"JD Complex, Mumbai",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:34
944,JD Cafes Mumbai 9,Cafes,Mumbai,"JD Complex, Mumbai",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:34
945,JD Cafes Mumbai 10,Cafes,Mumbai,"JD Complex, Mumbai",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:34
946,JD Cafes Mumbai 11,Cafes,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:34
947,JD Cafes Mumbai 12,Cafes,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:34
